track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,458,45800,car,10,-25.8,0,-1,0,4.37,1.77
1,459,45900,car,10,-25.9,0,-1,0,4.37,1.77
1,460,46000,car,10,-26,0,-1,0,4.37,1.77
1,461,46100,car,10,-26.1,0,-1,0,4.37,1.77
1,462,46200,car,10,-26.2,0,-1,0,4.37,1.77
1,463,46300,car,10,-26.3,0,-1,0,4.37,1.77
1,464,46400,car,10,-26.4,0,-1,0,4.37,1.77
1,465,46500,car,10,-26.5,0,-1,0,4.37,1.77
1,466,46600,car,10,-26.6,0,-1,0,4.37,1.77
1,467,46700,car,10,-26.7,0,-1,0,4.37,1.77
1,468,46800,car,10,-26.8,0,-1,0,4.37,1.77
1,469,46900,car,10,-26.9,0,-1,0,4.37,1.77
1,470,47000,car,10,-27,0,-1,0,4.37,1.77
1,471,47100,car,10,-27.1,0,-1,0,4.37,1.77
1,472,47200,car,10,-27.2,0,-1,0,4.37,1.77
1,473,47300,car,10,-27.3,0,-1,0,4.37,1.77
1,474,47400,car,10,-27.4,0,-1,0,4.37,1.77
1,475,47500,car,10,-27.5,0,-1,0,4.37,1.77
1,476,47600,car,10,-27.6,0,-1,0,4.37,1.77
1,477,47700,car,10,-27.7,0,-1,0,4.37,1.77
1,478,47800,car,10,-27.8,0,-1,0,4.37,1.77
1,479,47900,car,10,-27.9,0,-1,0,4.37,1.77
